trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1409,False,"{'a': 0.1, 'e': 0.24438754854894298}",30,13,28.297539315380945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.1, 'e': 0.24414328315344724}",20,12,3.749167321774392,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1411,False,"{'a': 0.1, 'e': 0.243899261901255}",20,9,-84.6747656723878,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 1}",1
1412,False,"{'a': 0.1, 'e': 0.24365548454834499}",20,8,-19.196832404471074,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
1413,False,"{'a': 0.1, 'e': 0.24341195085093983}",20,13,-13.179131367129271,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1414,False,"{'a': 0.1, 'e': 0.24316866056550582}",25,0,-8.334663263739973,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
1415,False,"{'a': 0.1, 'e': 0.24292561344875263}",25,7,22.765023086987558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.1, 'e': 0.24268280925763314}",20,9,9.301114481662985,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.1, 'e': 0.2424402477493431}",20,7,-23.434041406385834,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
1418,False,"{'a': 0.1, 'e': 0.24219792868132103}",20,10,4.791498812739903,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.1, 'e': 0.24195585181124782}",20,8,12.960115193355255,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.1, 'e': 0.24171401689704658}",25,11,24.99472418850426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.1, 'e': 0.24147242369688238}",20,12,18.01132661098313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.1, 'e': 0.241231071969162}",30,15,28.744453766818367,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.1, 'e': 0.24098996147253368}",20,6,-10.566340238181835,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1424,False,"{'a': 0.1, 'e': 0.24074909196588692}",30,17,13.135026410855158,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.1, 'e': 0.2405084632083522}",25,7,4.407449484366093,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1426,False,"{'a': 0.1, 'e': 0.24026807495930075}",20,0,-63.85207062851703,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1427,False,"{'a': 0.1, 'e': 0.24002792697834427}",20,9,-8.56149993629531,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1428,False,"{'a': 0.1, 'e': 0.23978801902533475}",25,15,19.188579634278256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.1, 'e': 0.23954835086036425}",30,16,-6.912966583434653,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1430,False,"{'a': 0.1, 'e': 0.23930892224376457}",20,3,26.93467941565868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.1, 'e': 0.2390697329361071}",25,2,15.650219022015232,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1432,False,"{'a': 0.1, 'e': 0.23883078269820246}",20,9,6.369444845791353,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.1, 'e': 0.23859207129110044}",20,8,14.20585825141816,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.1, 'e': 0.23835359847608958}",30,21,9.838713688875632,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.1, 'e': 0.23811536401469707}",35,25,10.27928556652176,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.1, 'e': 0.23787736766868842}",35,19,7.073757641688024,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1437,False,"{'a': 0.1, 'e': 0.23763960920006724}",20,12,3.1829283784588664,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.1, 'e': 0.23740208837107507}",20,14,13.998332893943935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.1, 'e': 0.23716480494419107}",25,1,-0.21313775834919713,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1440,False,"{'a': 0.1, 'e': 0.23692775868213176}",25,7,-55.1713219252441,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
1441,False,"{'a': 0.1, 'e': 0.23669094934785087}",20,9,15.323303792237574,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.1, 'e': 0.23645437670453906}",25,14,19.134895584579755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.1, 'e': 0.23621804051562367}",20,8,6.245987721282731,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1444,False,"{'a': 0.1, 'e': 0.23598194054476848}",20,8,-19.620001204120317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1445,False,"{'a': 0.1, 'e': 0.2357460765558735}",20,0,24.134426341810453,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1446,False,"{'a': 0.1, 'e': 0.23551044831307474}",30,23,12.98186472824694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.1, 'e': 0.2352750555807439}",25,19,4.067792761653738,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.1, 'e': 0.23503989812348824}",20,9,-36.34611642595087,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1449,False,"{'a': 0.1, 'e': 0.2348049757061503}",20,9,7.681244448419596,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1450,False,"{'a': 0.1, 'e': 0.23457028809380764}",30,14,26.519445766467726,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.1, 'e': 0.2343358350517726}",20,6,11.685427056630244,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1452,False,"{'a': 0.1, 'e': 0.23410161634559215}",20,6,12.067977047337028,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.1, 'e': 0.23386763174104755}",25,20,10.771620663278863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.1, 'e': 0.2336338810041542}",25,16,-27.130264018526503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1455,False,"{'a': 0.1, 'e': 0.2334003639011613}",25,11,-0.18160315090458923,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1456,False,"{'a': 0.1, 'e': 0.23316708019855176}",25,10,28.420900893307333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.1, 'e': 0.23293402966304186}",25,9,13.743688519649274,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1458,False,"{'a': 0.1, 'e': 0.232701212061581}",20,15,8.44905490168707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.1, 'e': 0.23246862716135164}",35,18,-14.758299816477837,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1460,False,"{'a': 0.1, 'e': 0.2322362747297688}",25,3,-40.68077143337756,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1461,False,"{'a': 0.1, 'e': 0.23200415453448003}",20,0,-28.418730229603568,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1462,False,"{'a': 0.1, 'e': 0.23177226634336515}",30,22,2.984100473644152,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1463,False,"{'a': 0.1, 'e': 0.2315406099245359}",20,11,13.580706647378,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.1, 'e': 0.23130918504633588}",20,6,0.8359607111447378,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1465,False,"{'a': 0.1, 'e': 0.23107799147734018}",20,0,21.269271264068312,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1466,False,"{'a': 0.1, 'e': 0.2308470289863552}",30,2,-26.490039161236453,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
1467,False,"{'a': 0.1, 'e': 0.23061629734241845}",30,15,21.328440126887326,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.1, 'e': 0.23038579631479827}",20,4,-19.05742517636735,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1469,False,"{'a': 0.1, 'e': 0.2301555256729936}",25,20,9.458340318456061,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.1, 'e': 0.22992548518673378}",20,13,9.57059395909612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.1, 'e': 0.2296956746259783}",20,2,-10.206341817947488,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
1472,False,"{'a': 0.1, 'e': 0.22946609376091662}",20,8,22.616749975156228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.1, 'e': 0.2292367423619678}",30,19,2.4675551302822623,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1474,False,"{'a': 0.1, 'e': 0.22900762019978047}",30,15,23.982474874898692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.1, 'e': 0.2287787270452324}",25,7,19.291171787860122,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.1, 'e': 0.22855006266943043}",25,13,14.04010249421974,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.1, 'e': 0.22832162684371018}",30,14,-11.361922629850993,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1478,False,"{'a': 0.1, 'e': 0.2280934193396358}",20,6,-17.708143234256752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1479,False,"{'a': 0.1, 'e': 0.2278654399289998}",20,12,16.009646347066166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.1, 'e': 0.2276376883838227}",20,16,9.851919832209983,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.1, 'e': 0.22741016447635296}",30,13,-0.9930105404879397,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1482,False,"{'a': 0.1, 'e': 0.22718286797906662}",30,22,-8.629306582170932,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1483,False,"{'a': 0.1, 'e': 0.2269557986646672}",20,0,15.876743574074444,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1484,False,"{'a': 0.1, 'e': 0.22672895630608536}",30,16,-6.915705200908249,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1485,False,"{'a': 0.1, 'e': 0.22650234067647873}",25,11,-18.19211703776516,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1486,False,"{'a': 0.1, 'e': 0.22627595154923164}",20,6,1.9269231402062563,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1487,False,"{'a': 0.1, 'e': 0.22604978869795495}",25,11,18.967898720389055,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.1, 'e': 0.2258238518964858}",20,9,-24.480989973153676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1489,False,"{'a': 0.1, 'e': 0.22559814091888736}",30,20,-2.6624387161294507,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1490,False,"{'a': 0.1, 'e': 0.22537265553944866}",25,9,-23.220061393112232,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1491,False,"{'a': 0.1, 'e': 0.22514739553268426}",35,9,-2.799757488459371,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 0}",1
1492,False,"{'a': 0.1, 'e': 0.22492236067333415}",25,16,7.356510497626015,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.1, 'e': 0.22469755073636347}",20,11,16.27144553539946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.1, 'e': 0.22447296549696225}",25,16,15.174676480761994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.1, 'e': 0.22424860473054523}",20,16,7.314867395213417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.1, 'e': 0.22402446821275163}",25,16,2.480318948354642,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1497,False,"{'a': 0.1, 'e': 0.2238005557194449}",20,14,12.269482733405868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.1, 'e': 0.22357686702671256}",20,16,7.780613104782219,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.1, 'e': 0.22335340191086586}",20,0,11.844824968552006,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1500,False,"{'a': 0.1, 'e': 0.2231301601484397}",20,9,12.853719615341607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.1, 'e': 0.2229071415161923}",20,1,-46.32917728614252,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
1502,False,"{'a': 0.1, 'e': 0.22268434579110497}",25,10,18.302916757008916,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.1, 'e': 0.22246177275038198}",30,16,-8.16286669529861,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1504,False,"{'a': 0.1, 'e': 0.2222394221714503}",20,12,-8.897470869256765,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1505,False,"{'a': 0.1, 'e': 0.22201729383195928}",35,22,16.99436498250293,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.1, 'e': 0.22179538750978062}",25,17,7.963019546797494,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.1, 'e': 0.22157370298300794}",25,5,34.639289701661234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.1, 'e': 0.2213522400299567}",25,13,-1.7678746903779121,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1509,False,"{'a': 0.1, 'e': 0.22113099842916395}",20,8,8.850774783709474,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1510,False,"{'a': 0.1, 'e': 0.22090997795938805}",25,0,8.367538005475772,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
1511,False,"{'a': 0.1, 'e': 0.22068917839960853}",20,14,11.588747167551116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.1, 'e': 0.22046859952902578}",30,17,23.16568127989018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.1, 'e': 0.22024824112706096}",25,8,30.117549852960128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.1, 'e': 0.2200281029733556}",20,10,18.7668608653689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.1, 'e': 0.21980818484777154}",20,13,14.93497800458531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.1, 'e': 0.21958848653039065}",20,3,-26.016486442226697,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1517,False,"{'a': 0.1, 'e': 0.21936900780151458}",20,12,11.26839860113293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.1, 'e': 0.2191497484416646}",35,8,-30.79792217135909,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
1519,False,"{'a': 0.1, 'e': 0.21893070823158134}",35,17,-16.7806732386809,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
1520,False,"{'a': 0.1, 'e': 0.21871188695222454}",35,21,15.849201884374255,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1521,False,"{'a': 0.1, 'e': 0.21849328438477292}",35,18,31.683079852670886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.1, 'e': 0.2182749003106239}",20,10,-35.1996269109359,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1523,False,"{'a': 0.1, 'e': 0.2180567345113934}",20,0,15.432592265930202,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1524,False,"{'a': 0.1, 'e': 0.21783878676891558}",30,13,-23.99834650949972,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1525,False,"{'a': 0.1, 'e': 0.21762105686524266}",20,0,-31.55241399055244,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
1526,False,"{'a': 0.1, 'e': 0.21740354458264474}",25,14,-1.7639459675717937,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1527,False,"{'a': 0.1, 'e': 0.21718624970360953}",20,11,15.999930478077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.1, 'e': 0.21696917201084212}",30,22,15.034172027892248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.1, 'e': 0.2167523112872648}",35,24,22.15239218247517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.1, 'e': 0.21653566731601684}",35,0,12.92173622452686,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
1531,False,"{'a': 0.1, 'e': 0.21631923988045423}",20,6,21.521207508490903,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.1, 'e': 0.21610302876414952}",25,2,27.96910667521349,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.1, 'e': 0.2158870337508916}",20,11,-11.227065941291027,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1534,False,"{'a': 0.1, 'e': 0.21567125462468542}",20,0,-2.8150339783208347,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1535,False,"{'a': 0.1, 'e': 0.21545569116975183}",25,12,-2.945610317526633,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1536,False,"{'a': 0.1, 'e': 0.21524034317052737}",20,12,16.100014512225556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.1, 'e': 0.215025210411664}",35,15,-43.99217697385667,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1538,False,"{'a': 0.1, 'e': 0.21481029267802898}",25,3,21.669155713438236,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1539,False,"{'a': 0.1, 'e': 0.21459558975470452}",25,3,35.92019666089905,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.1, 'e': 0.2143811014269877}",20,12,11.848233703118321,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.1, 'e': 0.2141668274803902}",25,12,23.432968932543705,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.1, 'e': 0.213952767700638}",20,11,16.007503022036133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.1, 'e': 0.21373892187367136}",20,6,15.1469767240571,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1544,False,"{'a': 0.1, 'e': 0.2135252897856444}",20,8,4.625199230873998,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1545,False,"{'a': 0.1, 'e': 0.213311871222925}",20,10,7.972190417488938,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1546,False,"{'a': 0.1, 'e': 0.2130986659720946}",30,22,13.892726058678168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.1, 'e': 0.2128856738199479}",25,15,15.324436197846245,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.1, 'e': 0.2126728945534928}",20,5,25.06432174824806,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.1, 'e': 0.21246032795994998}",20,2,1.3846125440886674,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1550,False,"{'a': 0.1, 'e': 0.2122479738267528}",20,0,-40.598630819586496,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1551,False,"{'a': 0.1, 'e': 0.21203583194154715}",35,27,-6.4298645001232195,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1552,False,"{'a': 0.1, 'e': 0.21182390209219112}",25,13,8.393169529109105,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1553,False,"{'a': 0.1, 'e': 0.21161218406675483}",25,12,15.108937552671785,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.1, 'e': 0.21140067765352025}",25,16,14.664116538804397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.1, 'e': 0.21118938264098092}",30,4,42.820223928042736,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.1, 'e': 0.21097829881784183}",30,8,13.984208187792028,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1557,False,"{'a': 0.1, 'e': 0.21076742597301915}",25,19,9.407917941869583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.1, 'e': 0.21055676389564}",20,12,14.42298223051275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.1, 'e': 0.21034631237504228}",30,3,16.383850595156243,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
1560,False,"{'a': 0.1, 'e': 0.2101360712007745}",25,14,20.627572464928342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.1, 'e': 0.2099260401625954}",30,17,26.75392418498194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.1, 'e': 0.20971621905047397}",20,15,8.425846310447298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.1, 'e': 0.20950660765458906}",20,9,21.45535245746239,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.1, 'e': 0.20929720576532926}",25,13,13.127089007852996,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.1, 'e': 0.20908801317329267}",25,17,5.596601870070636,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1566,False,"{'a': 0.1, 'e': 0.20887902966928668}",20,3,28.998313206284628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.1, 'e': 0.20867025504432776}",30,16,13.19219151455495,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1568,False,"{'a': 0.1, 'e': 0.20846168908964127}",30,16,22.005704740390044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.1, 'e': 0.20825333159666126}",30,8,35.32692825530864,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.1, 'e': 0.20804518235703018}",20,14,4.034636975768334,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.1, 'e': 0.2078372411625988}",20,14,10.52837288444465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.1, 'e': 0.2076295078054259}",25,5,14.021807710336002,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1573,False,"{'a': 0.1, 'e': 0.20742198207777812}",20,12,1.039986850816742,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1574,False,"{'a': 0.1, 'e': 0.2072146637721297}",25,5,18.10135167676937,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1575,False,"{'a': 0.1, 'e': 0.2070075526811623}",20,0,27.148215994417455,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1576,False,"{'a': 0.1, 'e': 0.20680064859776484}",25,14,2.538707433664217,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.1, 'e': 0.20659395131503322}",20,7,25.04253179260624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.1, 'e': 0.20638746062627014}",25,8,17.820473368172905,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.1, 'e': 0.20618117632498487}",25,14,-2.0636754204904637,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1580,False,"{'a': 0.1, 'e': 0.2059750982048931}",20,4,24.24905023349125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.1, 'e': 0.2057692260599167}",30,20,5.531640874359605,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1582,False,"{'a': 0.1, 'e': 0.20556355968418352}",20,9,6.120268539682874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1583,False,"{'a': 0.1, 'e': 0.20535809887202716}",25,13,8.608905539383423,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1584,False,"{'a': 0.1, 'e': 0.20515284341798679}",30,14,29.802262480017006,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.1, 'e': 0.20494779311680691}",20,12,15.0681821961709,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.1, 'e': 0.20474294776343724}",25,10,-15.643477049140088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1587,False,"{'a': 0.1, 'e': 0.2045383071530324}",30,17,-6.7347691052206535,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1588,False,"{'a': 0.1, 'e': 0.20433387108095175}",20,14,4.269389099327356,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.1, 'e': 0.2041296393427592}",20,2,31.180525325284908,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.1, 'e': 0.20392561173422302}",20,5,15.555200627429016,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.1, 'e': 0.20372178805131558}",25,15,21.01164355397933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
